Cause,Deaths,Year,Sex
Acute tubulo-interstitial nephritis (N10),16.0,2018,Male
Chronic tubulo-interstitial nephritis (N11),8.0,2018,Male
"Tubulo-interstitial nephritis, not specified as acute or chronic (N12)",45.0,2018,Male
Obstructive and reflux uropathy (N13),216.0,2018,Male
Drug- and heavy-metal-induced tubulo-interstitial and tubular conditions (N14),4.0,2018,Male
Other renal tubulo-interstitial diseases (N15),8.0,2018,Male
Renal failure (N17-N19),10488.0,2018,Male
Acute renal failure (N17),2653.0,2018,Male
Chronic kidney disease (N18),6682.0,2018,Male
Unspecified kidney failure (N19),2269.0,2018,Male
Urolithiasis (N20-N23),79.0,2018,Male
Calculus of kidney and ureter (N20),74.0,2018,Male
Calculus of lower urinary tract (N21),3.0,2018,Male
Unspecified renal colic (N23),2.0,2018,Male
Other disorders of kidney and ureter (N25-N29),303.0,2018,Male
Disorders resulting from impaired renal tubular function (N25),5.0,2018,Male
Unspecified contracted kidney (N26),25.0,2018,Male
Small kidney of unknown cause (N27),0.0,2018,Male
"Other disorders of kidney and ureter, not elsewhere classified (N28)",274.0,2018,Male
Other diseases of urinary system (N30-N39),1671.0,2018,Male
Cystitis (N30),29.0,2018,Male
"Neuromuscular dysfunction of bladder, not elsewhere classified (N31)",19.0,2018,Male
Other disorders of bladder (N32),53.0,2018,Male
Urethritis and urethral syndrome (N34),0.0,2018,Male
Urethral stricture (N35),9.0,2018,Male
Other disorders of urethra (N36),6.0,2018,Male
Other disorders of urinary system (N39),1597.0,2018,Male
Diseases of male genital organs (N40-N51),410.0,2018,Male
Hyperplasia of prostate (N40),328.0,2018,Male
Inflammatory diseases of prostate (N41),19.0,2018,Male
Other disorders of prostate (N42),29.0,2018,Male
Hydrocele and spermatocele (N43),4.0,2018,Male
Torsion of testis (N44),1.0,2018,Male
Orchitis and epididymitis (N45),5.0,2018,Male
Male infertility (N46),2.0,2018,Male
"Redundant prepuce, phimosis and paraphimosis (N47)",2.0,2018,Male
Other disorders of penis (N48),2.0,2018,Male
"Inflammatory disorders of male genital organs, not elsewhere classified (N49)",16.0,2018,Male
Other disorders of male genital organs (N50),5.0,2018,Male
Disorders of breast (N60-N64),1.0,2018,Male
Benign mammary dysplasia (N60),0.0,2018,Male
Inflammatory disorders of breast (N61),0.0,2018,Male
Hypertrophy of breast (N62),1.0,2018,Male
Unspecified lump in breast (N63),0.0,2018,Male
Other disorders of breast (N64),0.0,2018,Male
Inflammatory diseases of female pelvic organs (N70-N77),0.0,2018,Male
Salpingitis and oophoritis (N70),0.0,2018,Male
"Inflammatory disease of uterus, except cervix (N71)",0.0,2018,Male
Inflammatory disease of cervix uteri (N72),0.0,2018,Male
Other female pelvic inflammatory diseases (N73),0.0,2018,Male
Diseases of Bartholin gland (N75),0.0,2018,Male
Other inflammation of vagina and vulva (N76),0.0,2018,Male
Noninflammatory disorders of female genital tract (N80-N98),0.0,2018,Male
Endometriosis (N80),0.0,2018,Male
Female genital prolapse (N81),0.0,2018,Male
Fistulae involving female genital tract (N82),0.0,2018,Male
"Noninflammatory disorders of ovary, fallopian tube and broad ligament (N83)",0.0,2018,Male
Polyp of female genital tract (N84),0.0,2018,Male
"Other noninflammatory disorders of uterus, except cervix (N85)",0.0,2018,Male
Erosion and ectropion of cervix uteri (N86),0.0,2018,Male
Dysplasia of cervix uteri (N87),0.0,2018,Male
Other noninflammatory disorders of cervix uteri (N88),0.0,2018,Male
Other noninflammatory disorders of vagina (N89),0.0,2018,Male
Other noninflammatory disorders of vulva and perineum (N90),0.0,2018,Male
"Absent, scanty and rare menstruation (N91)",0.0,2018,Male
"Excessive, frequent and irregular menstruation (N92)",0.0,2018,Male
Other abnormal uterine and vaginal bleeding (N93),0.0,2018,Male
Pain and other conditions associated with female genital organs and menstrual cycle (N94),0.0,2018,Male
Menopausal and other perimenopausal disorders (N95),0.0,2018,Male
Habitual aborter (N96),0.0,2018,Male
Female infertility (N97),0.0,2018,Male
Complications associated with artificial fertilization (N98),0.0,2018,Male
Other disorders of the genitourinary system (N99-N99),2.0,2018,Male
"Postprocedural disorders of genitourinary system, not elsewhere classified (N99)",2.0,2018,Male
Pregnancy with abortive outcome (O00-O08),0.0,2018,Male
Ectopic pregnancy (O00),0.0,2018,Male
Hydatidiform mole (O01),0.0,2018,Male
Other abnormal products of conception (O02),0.0,2018,Male
Spontaneous abortion (O03),0.0,2018,Male
Medical abortion (O04),0.0,2018,Male
Other abortion (O05),0.0,2018,Male
Unspecified abortion (O06),0.0,2018,Male
Failed attempted abortion (O07),0.0,2018,Male
Complications following abortion and ectopic and molar pregnancy (O08),0.0,2018,Male
"Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium (O10-O16)",0.0,2018,Male
"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium (O10)",0.0,2018,Male
Pre-existing hypertensive disorder with superimposed proteinuria (O11),0.0,2018,Male
Gestational [pregnancy-induced] oedema and proteinuria without hypertension (O12),0.0,2018,Male
Gestational [pregnancy-induced] hypertension without significant proteinuria (O13),0.0,2018,Male
Gestational [pregnancy-induced] hypertension with significant proteinuria (O14),0.0,2018,Male
Eclampsia (O15),0.0,2018,Male
Unspecified maternal hypertension (O16),0.0,2018,Male
Other maternal disorders predominantly related to pregnancy (O20-O29),0.0,2018,Male
Haemorrhage in early pregnancy (O20),0.0,2018,Male
Excessive vomiting in pregnancy (O21),0.0,2018,Male
Venous complications in pregnancy (O22),0.0,2018,Male
Infections of genitourinary tract in pregnancy (O23),0.0,2018,Male
Diabetes mellitus in pregnancy (O24),0.0,2018,Male
Malnutrition in pregnancy (O25),0.0,2018,Male
Maternal care for other conditions predominantly related to pregnancy (O26),0.0,2018,Male
Abnormal findings on antenatal screening of mother (O28),0.0,2018,Male
Complications of anaesthesia during pregnancy (O29),0.0,2018,Male
Maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48),0.0,2018,Male
Multiple gestation (O30),0.0,2018,Male
Complications specific to multiple gestation (O31),0.0,2018,Male
Maternal care for known or suspected malpresentation of fetus (O32),0.0,2018,Male
Maternal care for known or suspected disproportion (O33),0.0,2018,Male
Maternal care for known or suspected abnormality of pelvic organs (O34),0.0,2018,Male
Maternal care for known or suspected fetal abnormality and damage (O35),0.0,2018,Male
Maternal care for other known or suspected fetal problems (O36),0.0,2018,Male
Polyhydramnios (O40),0.0,2018,Male
Other disorders of amniotic fluid and membranes (O41),0.0,2018,Male
Premature rupture of membranes (O42),0.0,2018,Male
Placental disorders (O43),0.0,2018,Male
Placenta praevia (O44),0.0,2018,Male
Premature separation of placenta [abruptio placentae] (O45),0.0,2018,Male
"Antepartum haemorrhage, not elsewhere classified (O46)",0.0,2018,Male
False labour (O47),0.0,2018,Male
Prolonged pregnancy (O48),0.0,2018,Male
Complications of labour and delivery (O60-O75),0.0,2018,Male
Preterm labour and delivery (O60),0.0,2018,Male
Failed induction of labour (O61),0.0,2018,Male
Abnormalities of forces of labour (O62),0.0,2018,Male
Long labour (O63),0.0,2018,Male
Obstructed labour due to malposition and malpresentation of fetus (O64),0.0,2018,Male
Obstructed labour due to maternal pelvic abnormality (O65),0.0,2018,Male
Other obstructed labour (O66),0.0,2018,Male
"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified (O67)",0.0,2018,Male
Labour and delivery complicated by fetal stress [distress] (O68),0.0,2018,Male
Labour and delivery complicated by umbilical cord complications (O69),0.0,2018,Male
Perineal laceration during delivery (O70),0.0,2018,Male
Other obstetric trauma (O71),0.0,2018,Male
Postpartum haemorrhage (O72),0.0,2018,Male
"Retained placenta and membranes, without haemorrhage (O73)",0.0,2018,Male
Complications of anaesthesia during labour and delivery (O74),0.0,2018,Male
"Other complications of labour and delivery, not elsewhere classified (O75)",0.0,2018,Male
Delivery (O80-O84),0.0,2018,Male
Single spontaneous delivery (O80),0.0,2018,Male
Single delivery by forceps and vacuum extractor (O81),0.0,2018,Male
Single delivery by caesarean section (O82),0.0,2018,Male
Other assisted single delivery (O83),0.0,2018,Male
Multiple delivery (O84),0.0,2018,Male
Complications predominantly related to the puerperium (O85-O92),0.0,2018,Male
Puerperal sepsis (O85),0.0,2018,Male
Other puerperal infections (O86),0.0,2018,Male
Venous complications in the puerperium (O87),0.0,2018,Male
Obstetric embolism (O88),0.0,2018,Male
Complications of anaesthesia during the puerperium (O89),0.0,2018,Male
"Complications of the puerperium, not elsewhere classified (O90)",0.0,2018,Male
Infections of breast associated with childbirth (O91),0.0,2018,Male
Other disorders of breast and lactation associated with childbirth (O92),0.0,2018,Male
Other obstetric conditions (O95-O99),0.0,2018,Male
Obstetric death of unspecified cause (O95),0.0,2018,Male
Death from any obstetric cause occurring more than 42 days but less than one year after delivery (O96),0.0,2018,Male
Death from sequelae of direct obstetric causes (O97),0.0,2018,Male
"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O98)",0.0,2018,Male
"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium (O99)",0.0,2018,Male
"Fetus and newborn affected by maternal factors and by complications of pregnancy, labour and delivery (P00-P04)",156.0,2018,Male
Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy (P00),20.0,2018,Male
Fetus and newborn affected by maternal complications of pregnancy (P01),79.0,2018,Male
"Fetus and newborn affected by complications of placenta, cord and membranes (P02)",68.0,2018,Male
Fetus and newborn affected by other complications of labour and delivery (P03),36.0,2018,Male
Fetus and newborn affected by noxious influences transmitted via placenta or breast milk (P04),3.0,2018,Male
Disorders related to length of gestation and fetal growth (P05-P08),268.0,2018,Male
Slow fetal growth and fetal malnutrition (P05),15.0,2018,Male
"Disorders related to short gestation and low birth weight, not elsewhere classified (P07)",254.0,2018,Male
Disorders related to long gestation and high birth weight (P08),1.0,2018,Male
Birth trauma (P10-P15),4.0,2018,Male
Intracranial laceration and haemorrhage due to birth injury (P10),1.0,2018,Male
Other birth injuries to central nervous system (P11),2.0,2018,Male
Birth injury to scalp (P12),0.0,2018,Male
Birth injury to skeleton (P13),1.0,2018,Male
Birth injury to peripheral nervous system (P14),0.0,2018,Male
Other birth injuries (P15),0.0,2018,Male
Respiratory and cardiovascular disorders specific to the perinatal period (P20-P29),111.0,2018,Male
Intrauterine hypoxia (P20),7.0,2018,Male
Birth asphyxia (P21),18.0,2018,Male
Respiratory distress of newborn (P22),11.0,2018,Male
Congenital pneumonia (P23),1.0,2018,Male
Neonatal aspiration syndromes (P24),3.0,2018,Male
Interstitial emphysema and related conditions originating in the perinatal period (P25),2.0,2018,Male
Pulmonary haemorrhage originating in the perinatal period (P26),8.0,2018,Male
Chronic respiratory disease originating in the perinatal period (P27),8.0,2018,Male
Other respiratory conditions originating in the perinatal period (P28),33.0,2018,Male
Cardiovascular disorders originating in the perinatal period (P29),52.0,2018,Male
Infections specific to the perinatal period (P35-P39),39.0,2018,Male
Congenital viral diseases (P35),8.0,2018,Male
Bacterial sepsis of newborn (P36),30.0,2018,Male
Other congenital infectious and parasitic diseases (P37),1.0,2018,Male
Omphalitis of newborn with or without mild haemorrhage (P38),0.0,2018,Male
Other infections specific to the perinatal period (P39),0.0,2018,Male
Haemorrhagic and haematological disorders of fetus and newborn (P50-P61),49.0,2018,Male
Fetal blood loss (P50),1.0,2018,Male
Umbilical haemorrhage of newborn (P51),0.0,2018,Male
Intracranial nontraumatic haemorrhage of fetus and newborn (P52),39.0,2018,Male
Haemorrhagic disease of fetus and newborn (P53),0.0,2018,Male
Other neonatal haemorrhages (P54),1.0,2018,Male
Haemolytic disease of fetus and newborn (P55),1.0,2018,Male
Hydrops fetalis due to haemolytic disease (P56),2.0,2018,Male
Kernicterus (P57),0.0,2018,Male
Neonatal jaundice due to other excessive haemolysis (P58),0.0,2018,Male
Neonatal jaundice from other and unspecified causes (P59),0.0,2018,Male
Disseminated intravascular coagulation of fetus and newborn (P60),4.0,2018,Male
Other perinatal haematological disorders (P61),7.0,2018,Male
Transitory endocrine and metabolic disorders specific to fetus and newborn (P70-P74),9.0,2018,Male
Transitory disorders of carbohydrate metabolism specific to fetus and newborn (P70),8.0,2018,Male
Transitory neonatal disorders of calcium and magnesium metabolism (P71),0.0,2018,Male
Other transitory neonatal endocrine disorders (P72),0.0,2018,Male
Other transitory neonatal electrolyte and metabolic disturbances (P74),1.0,2018,Male
Digestive system disorders of fetus and newborn (P75-P78),23.0,2018,Male
Other intestinal obstruction of newborn (P76),3.0,2018,Male
Necrotizing enterocolitis of fetus and newborn (P77),14.0,2018,Male
Other perinatal digestive system disorders (P78),10.0,2018,Male
Conditions involving the integument and temperature regulation of fetus and newborn (P80-P83),8.0,2018,Male
Hypothermia of newborn (P80),0.0,2018,Male
Other disturbances of temperature regulation of newborn (P81),0.0,2018,Male
Other conditions of integument specific to fetus and newborn (P83),8.0,2018,Male
Other disorders originating in the perinatal period (P90-P96),101.0,2018,Male
Convulsions of newborn (P90),3.0,2018,Male
Other disturbances of cerebral status of newborn (P91),45.0,2018,Male
Feeding problems of newborn (P92),0.0,2018,Male
Reactions and intoxications due to drugs administered to fetus and newborn (P93),0.0,2018,Male
Disorders of muscle tone of newborn (P94),1.0,2018,Male
Fetal death of unspecified cause (P95),0.0,2018,Male
Other conditions originating in the perinatal period (P96),61.0,2018,Male
Congenital malformations of the nervous system (Q00-Q07),65.0,2018,Male
Anencephaly and similar malformations (Q00),6.0,2018,Male
Encephalocele (Q01),2.0,2018,Male
Microcephaly (Q02),2.0,2018,Male
Congenital hydrocephalus (Q03),4.0,2018,Male
Other congenital malformations of brain (Q04),25.0,2018,Male
Spina bifida (Q05),25.0,2018,Male
Other congenital malformations of spinal cord (Q06),0.0,2018,Male
Other congenital malformations of nervous system (Q07),8.0,2018,Male
"Congenital malformations of eye, ear, face and neck (Q10-Q18)",0.0,2018,Male
"Congenital malformations of eyelid, lacrimal apparatus and orbit (Q10)",0.0,2018,Male
"Anophthalmos, microphthalmos and macrophthalmos (Q11)",0.0,2018,Male
Congenital lens malformations (Q12),0.0,2018,Male
Congenital malformations of anterior segment of eye (Q13),0.0,2018,Male
Congenital malformations of posterior segment of eye (Q14),0.0,2018,Male
Other congenital malformations of eye (Q15),0.0,2018,Male
Congenital malformations of ear causing impairment of hearing (Q16),0.0,2018,Male
Other congenital malformations of ear (Q17),0.0,2018,Male
Other congenital malformations of face and neck (Q18),0.0,2018,Male
Congenital malformations of the circulatory system (Q20-Q28),181.0,2018,Male
Congenital malformations of cardiac chambers and connections (Q20),17.0,2018,Male
Congenital malformations of cardiac septa (Q21),31.0,2018,Male
Congenital malformations of pulmonary and tricuspid valves (Q22),6.0,2018,Male
Congenital malformations of aortic and mitral valves (Q23),42.0,2018,Male
Other congenital malformations of heart (Q24),55.0,2018,Male
Congenital malformations of great arteries (Q25),25.0,2018,Male
Congenital malformations of great veins (Q26),10.0,2018,Male
Other congenital malformations of peripheral vascular system (Q27),18.0,2018,Male
Other congenital malformations of circulatory system (Q28),18.0,2018,Male
Congenital malformations of the respiratory system (Q30-Q34),18.0,2018,Male
Congenital malformations of nose (Q30),0.0,2018,Male
Congenital malformations of larynx (Q31),1.0,2018,Male
Congenital malformations of trachea and bronchus (Q32),1.0,2018,Male
Congenital malformations of lung (Q33),16.0,2018,Male
Other congenital malformations of respiratory system (Q34),0.0,2018,Male
Cleft lip and cleft palate (Q35-Q37),0.0,2018,Male
Cleft palate (Q35),0.0,2018,Male
Cleft lip (Q36),0.0,2018,Male
Cleft palate with cleft lip (Q37),0.0,2018,Male
Other congenital malformations of the digestive system (Q38-Q45),22.0,2018,Male
"Other congenital malformations of tongue, mouth and pharynx (Q38)",2.0,2018,Male
Congenital malformations of oesophagus (Q39),6.0,2018,Male
Other congenital malformations of upper alimentary tract (Q40),0.0,2018,Male
"Congenital absence, atresia and stenosis of small intestine (Q41)",0.0,2018,Male
"Congenital absence, atresia and stenosis of large intestine (Q42)",2.0,2018,Male
Other congenital malformations of intestine (Q43),9.0,2018,Male
"Congenital malformations of gallbladder, bile ducts and liver (Q44)",3.0,2018,Male
Other congenital malformations of digestive system (Q45),0.0,2018,Male
Congenital malformations of genital organs (Q50-Q56),4.0,2018,Male
"Congenital malformations of ovaries, fallopian tubes and broad ligaments (Q50)",0.0,2018,Male
Congenital malformations of uterus and cervix (Q51),0.0,2018,Male
Other congenital malformations of female genitalia (Q52),0.0,2018,Male
Undescended testicle (Q53),1.0,2018,Male
Hypospadias (Q54),0.0,2018,Male
Other congenital malformations of male genital organs (Q55),1.0,2018,Male
Indeterminate sex and pseudohermaphroditism (Q56),2.0,2018,Male
Congenital malformations of the urinary system (Q60-Q64),85.0,2018,Male
Renal agenesis and other reduction defects of kidney (Q60),17.0,2018,Male
Cystic kidney disease (Q61),62.0,2018,Male
Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),1.0,2018,Male
Other congenital malformations of kidney (Q63),0.0,2018,Male
Other congenital malformations of urinary system (Q64),5.0,2018,Male
Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),39.0,2018,Male
Congenital deformities of hip (Q65),0.0,2018,Male
Congenital deformities of feet (Q66),3.0,2018,Male
"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",5.0,2018,Male
Other congenital musculoskeletal deformities (Q68),2.0,2018,Male
Polydactyly (Q69),0.0,2018,Male
Syndactyly (Q70),1.0,2018,Male
Reduction defects of upper limb (Q71),0.0,2018,Male
Reduction defects of lower limb (Q72),1.0,2018,Male
Reduction defects of unspecified limb (Q73),0.0,2018,Male
Other congenital malformations of limb(s) (Q74),4.0,2018,Male
Other congenital malformations of skull and face bones (Q75),0.0,2018,Male
Congenital malformations of spine and bony thorax (Q76),0.0,2018,Male
Osteochondrodysplasia with defects of growth of tubular bones and spine (Q77),0.0,2018,Male
Other osteochondrodysplasias (Q78),10.0,2018,Male
"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",16.0,2018,Male
Other congenital malformations (Q80-Q89),97.0,2018,Male
Congenital ichthyosis (Q80),0.0,2018,Male
Epidermolysis bullosa (Q81),3.0,2018,Male
Other congenital malformations of skin (Q82),3.0,2018,Male
Congenital malformations of breast (Q83),0.0,2018,Male
Other congenital malformations of integument (Q84),0.0,2018,Male
"Phakomatoses, not elsewhere classified (Q85)",20.0,2018,Male
"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified (Q86)",2.0,2018,Male
Other specified congenital malformation syndromes affecting multiple systems (Q87),34.0,2018,Male
"Other congenital malformations, not elsewhere classified (Q89)",35.0,2018,Male
"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",136.0,2018,Male
Down syndrome (Q90),97.0,2018,Male
Edwards syndrome and Patau syndrome (Q91),9.0,2018,Male
"Other trisomies and partial trisomies of the autosomes, not elsewhere classified (Q92)",8.0,2018,Male
"Monosomies and deletions from the autosomes, not elsewhere classified (Q93)",6.0,2018,Male
"Balanced rearrangements and structural markers, not elsewhere classified (Q95)",0.0,2018,Male
Turner syndrome (Q96),0.0,2018,Male
"Other sex chromosome abnormalities, female phenotype, not elsewhere classified (Q97)",0.0,2018,Male
"Other sex chromosome abnormalities, male phenotype, not elsewhere classified (Q98)",7.0,2018,Male
"Other chromosome abnormalities, not elsewhere classified (Q99)",10.0,2018,Male
Symptoms and signs involving the circulatory and respiratory systems (R00-R09),2025.0,2018,Male
Abnormalities of heart beat (R00),92.0,2018,Male
Cardiac murmurs and other cardiac sounds (R01),4.0,2018,Male
"Gangrene, not elsewhere classified (R02)",240.0,2018,Male
"Abnormal blood-pressure reading, without diagnosis (R03)",0.0,2018,Male
Haemorrhage from respiratory passages (R04),125.0,2018,Male
Cough (R05),6.0,2018,Male
Abnormalities of breathing (R06),125.0,2018,Male
Pain in throat and chest (R07),7.0,2018,Male
Other symptoms and signs involving the circulatory and respiratory systems (R09),1448.0,2018,Male
Symptoms and signs involving the digestive system and abdomen (R10-R19),1084.0,2018,Male
Abdominal and pelvic pain (R10),22.0,2018,Male
Nausea and vomiting (R11),87.0,2018,Male
Heartburn (R12),0.0,2018,Male
Dysphagia (R13),754.0,2018,Male
Flatulence and related conditions (R14),2.0,2018,Male
Faecal incontinence (R15),25.0,2018,Male
"Hepatomegaly and splenomegaly, not elsewhere classified (R16)",15.0,2018,Male
Unspecified jaundice (R17),10.0,2018,Male
Ascites (R18),95.0,2018,Male
Other symptoms and signs involving the digestive system and abdomen (R19),83.0,2018,Male
Symptoms and signs involving the skin and subcutaneous tissue (R20-R23),8.0,2018,Male
Disturbances of skin sensation (R20),2.0,2018,Male
Rash and other nonspecific skin eruption (R21),2.0,2018,Male
"Localized swelling, mass and lump of skin and subcutaneous tissue (R22)",2.0,2018,Male
Other skin changes (R23),2.0,2018,Male
Symptoms and signs involving the nervous and musculoskeletal systems (R25-R29),710.0,2018,Male
Abnormal involuntary movements (R25),9.0,2018,Male
Abnormalities of gait and mobility (R26),364.0,2018,Male
Other lack of coordination (R27),4.0,2018,Male
Other symptoms and signs involving the nervous and musculoskeletal systems (R29),354.0,2018,Male
Symptoms and signs involving the urinary system (R30-R39),262.0,2018,Male
Pain associated with micturition (R30),0.0,2018,Male
Unspecified haematuria (R31),62.0,2018,Male
Unspecified urinary incontinence (R32),53.0,2018,Male
Retention of urine (R33),85.0,2018,Male
Anuria and oliguria (R34),64.0,2018,Male
Polyuria (R35),1.0,2018,Male
Urethral discharge (R36),0.0,2018,Male
Other symptoms and signs involving the urinary system (R39),1.0,2018,Male
"Symptoms and signs involving cognition, perception, emotional state and behaviour (R40-R46)",1430.0,2018,Male
"Somnolence, stupor and coma (R40)",94.0,2018,Male
Other symptoms and signs involving cognitive functions and awareness (R41),605.0,2018,Male
Dizziness and giddiness (R42),22.0,2018,Male
Disturbances of smell and taste (R43),2.0,2018,Male
Other symptoms and signs involving general sensations and perceptions (R44),9.0,2018,Male
Symptoms and signs involving emotional state (R45),695.0,2018,Male
Symptoms and signs involving appearance and behaviour (R46),11.0,2018,Male
Symptoms and signs involving speech and voice (R47-R49),29.0,2018,Male
"Speech disturbances, not elsewhere classified (R47)",27.0,2018,Male
"Dyslexia and other symbolic dysfunctions, not elsewhere classified (R48)",0.0,2018,Male
Voice disturbances (R49),2.0,2018,Male
General symptoms and signs (R50-R69),7371.0,2018,Male
Fever of unknown origin (R50),74.0,2018,Male
Headache (R51),6.0,2018,Male
"Pain, not elsewhere classified (R52)",263.0,2018,Male
Malaise and fatigue (R53),1421.0,2018,Male
Senility (R54),912.0,2018,Male
Syncope and collapse (R55),50.0,2018,Male
"Convulsions, not elsewhere classified (R56)",291.0,2018,Male
"Shock, not elsewhere classified (R57)",1423.0,2018,Male
"Haemorrhage, not elsewhere classified (R58)",241.0,2018,Male
Enlarged lymph nodes (R59),16.0,2018,Male
"Oedema, not elsewhere classified (R60)",31.0,2018,Male
Hyperhidrosis (R61),0.0,2018,Male
Lack of expected normal physiological development (R62),18.0,2018,Male
Symptoms and signs concerning food and fluid intake (R63),451.0,2018,Male
Cachexia (R64),366.0,2018,Male
Systemic Inflammatory Response Syndrome [SIRS] (R65),10.0,2018,Male
Other general symptoms and signs (R68),2863.0,2018,Male
Unknown and unspecified causes of morbidity (R69),18.0,2018,Male
"Abnormal findings on examination of blood, without diagnosis (R70-R79)",1149.0,2018,Male
Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity (R70),4.0,2018,Male
Abnormality of red blood cells (R71),0.0,2018,Male
"Abnormality of white blood cells, not elsewhere classified (R72)",0.0,2018,Male
Elevated blood glucose level (R73),59.0,2018,Male
Abnormal serum enzyme levels (R74),0.0,2018,Male
Laboratory evidence of human immunodeficiency virus [HIV] (R75),0.0,2018,Male
Other abnormal immunological findings in serum (R76),2.0,2018,Male
Other abnormalities of plasma proteins (R77),0.0,2018,Male
"Findings of drugs and other substances, not normally found in blood (R78)",1073.0,2018,Male
Other abnormal findings of blood chemistry (R79),12.0,2018,Male
"Abnormal findings on examination of urine, without diagnosis (R80-R82)",9.0,2018,Male
Isolated proteinuria (R80),6.0,2018,Male
Glycosuria (R81),0.0,2018,Male
Other abnormal findings in urine (R82),3.0,2018,Male
"Abnormal findings on examination of other body fluids, substances and tissues, without diagnosis (R83-R89)",4.0,2018,Male
Abnormal findings in cerebrospinal fluid (R83),0.0,2018,Male
Abnormal findings in specimens from respiratory organs and thorax (R84),0.0,2018,Male
Abnormal findings in specimens from digestive organs and abdominal cavity (R85),0.0,2018,Male
Abnormal findings in specimens from male genital organs (R86),2.0,2018,Male
Abnormal findings in specimens from female genital organs (R87),0.0,2018,Male
"Abnormal findings in specimens from other organs, systems and tissues (R89)",2.0,2018,Male
"Abnormal findings on diagnostic imaging and in function studies, without diagnosis (R90-R94)",63.0,2018,Male
Abnormal findings on diagnostic imaging of central nervous system (R90),3.0,2018,Male
Abnormal findings on diagnostic imaging of lung (R91),52.0,2018,Male
Abnormal findings on diagnostic imaging of breast (R92),0.0,2018,Male
Abnormal findings on diagnostic imaging of other body structures (R93),0.0,2018,Male
Abnormal results of function studies (R94),8.0,2018,Male
Ill-defined and unknown causes of mortality (R95-R99),408.0,2018,Male
Sudden infant death syndrome (R95),22.0,2018,Male
"Other sudden death, cause unknown (R96)",0.0,2018,Male
Unattended death (R98),0.0,2018,Male
Other ill-defined and unspecified causes of mortality (R99),386.0,2018,Male
Other Injuries (S00-T19),5177.0,2018,Male
Injuries to the head (S00-S09),1389.0,2018,Male
Superficial injury of head (S00),6.0,2018,Male
Open wound of head (S01),154.0,2018,Male
Fracture of skull and facial bones (S02),75.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of head (S03)",1.0,2018,Male
Injury of cranial nerves (S04),0.0,2018,Male
Injury of eye and orbit (S05),2.0,2018,Male
Intracranial injury (S06),834.0,2018,Male
Crushing injury of head (S07),1.0,2018,Male
Traumatic amputation of part of head (S08),1.0,2018,Male
Other and unspecified injuries of head (S09),501.0,2018,Male
Injuries to the neck (S10-S19),279.0,2018,Male
Superficial injury of neck (S10),0.0,2018,Male
Open wound of neck (S11),46.0,2018,Male
Fracture of neck (S12),95.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments at neck level (S13)",6.0,2018,Male
Injury of nerves and spinal cord at neck level (S14),11.0,2018,Male
Injury of blood vessels at neck level (S15),3.0,2018,Male
Injury of muscle and tendon at neck level (S16),0.0,2018,Male
Crushing injury of neck (S17),0.0,2018,Male
Traumatic amputation at neck level (S18),5.0,2018,Male
Other and unspecified injuries of neck (S19),126.0,2018,Male
Injuries to the thorax (S20-S29),413.0,2018,Male
Superficial injury of thorax (S20),0.0,2018,Male
Open wound of thorax (S21),68.0,2018,Male
"Fracture of rib(s), sternum and thoracic spine (S22)",188.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of thorax (S23)",0.0,2018,Male
Injury of nerves and spinal cord at thorax level (S24),1.0,2018,Male
Injury of blood vessels of thorax (S25),6.0,2018,Male
Injury of heart (S26),8.0,2018,Male
Injury of other and unspecified intrathoracic organs (S27),57.0,2018,Male
Crushing injury of thorax and traumatic amputation of part of thorax (S28),5.0,2018,Male
Other and unspecified injuries of thorax (S29),135.0,2018,Male
"Injuries to the abdomen, lower back, lumbar spine and pelvis (S30-S39)",254.0,2018,Male
"Superficial injury of abdomen, lower back and pelvis (S30)",4.0,2018,Male
"Open wound of abdomen, lower back and pelvis (S31)",30.0,2018,Male
Fracture of lumbar spine and pelvis (S32),139.0,2018,Male
"Dislocation, sprain and strain of joints and ligaments of lumbar spine and pelvis (S33)",0.0,2018,Male
"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level (S34)",0.0,2018,Male
"Injury of blood vessels at abdomen, lower back and pelvis level (S35)",7.0,2018,Male
Injury of intra-abdominal organs (S36),33.0,2018,Male
Injury of pelvic organs (S37),11.0,2018,Male
