Cause,Deaths,Year,Sex
"Fall on same level from slipping, tripping and stumbling (W01)",141.0,2020,Male
"Fall involving ice-skates, skis, roller-skates or skateboards (W02)",6.0,2020,Male
"Other fall on same level due to collision with, or pushing by, another person (W03)",3.0,2020,Male
Fall while being carried or supported by other persons (W04),0.0,2020,Male
Fall involving wheelchair (W05),4.0,2020,Male
Fall involving bed (W06),37.0,2020,Male
Fall involving chair (W07),19.0,2020,Male
Fall involving other furniture (W08),0.0,2020,Male
Fall involving playground equipment (W09),0.0,2020,Male
Fall on and from stairs and steps (W10),49.0,2020,Male
Fall on and from ladder (W11),38.0,2020,Male
Fall on and from scaffolding (W12),1.0,2020,Male
"Fall from, out of or through building or structure (W13)",39.0,2020,Male
Fall from tree (W14),3.0,2020,Male
Fall from cliff (W15),16.0,2020,Male
Diving or jumping into water causing injury other than drowning or submersion (W16),1.0,2020,Male
Other fall from one level to another (W17),26.0,2020,Male
Other fall on same level (W18),21.0,2020,Male
Unspecified fall (W19),1641.0,2020,Male
Exposure to inanimate mechanical forces (W20-W49),112.0,2020,Male
"Struck by thrown, projected or falling object (W20)",37.0,2020,Male
Striking against or struck by sports equipment (W21),1.0,2020,Male
Striking against or struck by other objects (W22),6.0,2020,Male
"Caught, crushed, jammed or pinched in or between objects (W23)",12.0,2020,Male
"Contact with lifting and transmission devices, not elsewhere classified (W24)",7.0,2020,Male
Contact with sharp glass (W25),8.0,2020,Male
"Contact with knife, sword or dagger (W26)",5.0,2020,Male
Contact with nonpowered hand tool (W27),0.0,2020,Male
Contact with powered lawnmower (W28),1.0,2020,Male
Contact with other powered hand tools and household machinery (W29),3.0,2020,Male
Contact with agricultural machinery (W30),5.0,2020,Male
Contact with other and unspecified machinery (W31),15.0,2020,Male
Handgun discharge (W32),0.0,2020,Male
"Rifle, shotgun and larger firearm discharge (W33)",2.0,2020,Male
Discharge from other and unspecified firearms (W34),1.0,2020,Male
Explosion and rupture of boiler (W35),0.0,2020,Male
Explosion and rupture of gas cylinder (W36),2.0,2020,Male
"Explosion and rupture of pressurized tyre, pipe or hose (W37)",1.0,2020,Male
Explosion and rupture of other specified pressurized devices (W38),0.0,2020,Male
Discharge of firework (W39),0.0,2020,Male
Explosion of other materials (W40),4.0,2020,Male
Exposure to high-pressure jet (W41),0.0,2020,Male
Exposure to noise (W42),0.0,2020,Male
Exposure to vibration (W43),0.0,2020,Male
Foreign body entering into or through eye or natural orifice (W44),2.0,2020,Male
Foreign body or object entering through skin (W45),0.0,2020,Male
Contact with hypodermic needle (W46),0.0,2020,Male
Exposure to other and unspecified inanimate mechanical forces (W49),0.0,2020,Male
Exposure to animate mechanical forces (W50-W64),14.0,2020,Male
"Hit, struck, kicked, twisted, bitten or scratched by another person (W50)",1.0,2020,Male
Striking against or bumped into by another person (W51),1.0,2020,Male
"Crushed, pushed or stepped on by crowd or human stampede (W52)",0.0,2020,Male
Bitten by rat (W53),0.0,2020,Male
Bitten or struck by dog (W54),2.0,2020,Male
Bitten or struck by other mammals (W55),2.0,2020,Male
Contact with marine animal (W56),8.0,2020,Male
Bitten or stung by nonvenomous insect and other nonvenomous arthropods (W57),0.0,2020,Male
Bitten or struck by crocodile or alligator (W58),0.0,2020,Male
Bitten or crushed by other reptiles (W59),0.0,2020,Male
Contact with plant thorns and spines and sharp leaves (W60),0.0,2020,Male
Exposure to other and unspecified animate mechanical forces (W64),0.0,2020,Male
Accidental drowning and submersion (W65-W74),190.0,2020,Male
Drowning and submersion while in bath-tub (W65),8.0,2020,Male
Drowning and submersion following fall into bath-tub (W66),2.0,2020,Male
Drowning and submersion while in swimming-pool (W67),16.0,2020,Male
Drowning and submersion following fall into swimming-pool (W68),11.0,2020,Male
Drowning and submersion while in natural water (W69),101.0,2020,Male
Drowning and submersion following fall into natural water (W70),41.0,2020,Male
Other specified drowning and submersion (W73),3.0,2020,Male
Unspecified drowning and submersion (W74),8.0,2020,Male
Other accidental threats to breathing (W75-W84),583.0,2020,Male
Accidental suffocation and strangulation in bed (W75),8.0,2020,Male
Other accidental hanging and strangulation (W76),14.0,2020,Male
"Threat to breathing due to cave-in, falling earth and other substances (W77)",0.0,2020,Male
Inhalation of gastric contents (W78),42.0,2020,Male
Inhalation and ingestion of food causing obstruction of respiratory tract (W79),74.0,2020,Male
Inhalation and ingestion of other objects causing obstruction of respiratory tract (W80),433.0,2020,Male
Confined to or trapped in a low-oxygen environment (W81),1.0,2020,Male
Other specified threats to breathing (W83),10.0,2020,Male
Unspecified threat to breathing (W84),2.0,2020,Male
"Exposure to electric current, radiation and extreme ambient air temperature and pressure (W85-W99)",18.0,2020,Male
Exposure to electric transmission lines (W85),3.0,2020,Male
Exposure to other specified electric current (W86),7.0,2020,Male
Exposure to unspecified electric current (W87),5.0,2020,Male
Exposure to ionizing radiation (W88),0.0,2020,Male
Exposure to man-made visible and ultraviolet light (W89),0.0,2020,Male
Exposure to other nonionizing radiation (W90),0.0,2020,Male
Exposure to unspecified type of radiation (W91),0.0,2020,Male
Exposure to excessive heat of man-made origin (W92),0.0,2020,Male
Exposure to excessive cold of man-made origin (W93),1.0,2020,Male
Exposure to high and low air pressure and changes in air pressure (W94),2.0,2020,Male
Exposure to other and unspecified man-made environmental factors (W99),0.0,2020,Male
"Exposure to smoke, fire and flames (X00-X09)",81.0,2020,Male
Exposure to uncontrolled fire in building or structure (X00),34.0,2020,Male
"Exposure to uncontrolled fire, not in building or structure (X01)",29.0,2020,Male
Exposure to controlled fire in building or structure (X02),1.0,2020,Male
"Exposure to controlled fire, not in building or structure (X03)",2.0,2020,Male
Exposure to ignition of highly flammable material (X04),10.0,2020,Male
Exposure to ignition or melting of nightwear (X05),1.0,2020,Male
Exposure to ignition or melting of other clothing and apparel (X06),1.0,2020,Male
"Exposure to other specified smoke, fire and flames (X08)",1.0,2020,Male
"Exposure to unspecified smoke, fire and flames (X09)",2.0,2020,Male
Contact with heat and hot substances (X10-X19),5.0,2020,Male
"Contact with hot drinks, food, fats and cooking oils (X10)",1.0,2020,Male
Contact with hot tap-water (X11),2.0,2020,Male
Contact with other hot fluids (X12),1.0,2020,Male
Contact with steam and hot vapours (X13),0.0,2020,Male
Contact with hot air and gases (X14),0.0,2020,Male
Contact with hot household appliances (X15),0.0,2020,Male
"Contact with hot heating appliances, radiators and pipes (X16)",0.0,2020,Male
"Contact with hot engines, machinery and tools (X17)",0.0,2020,Male
Contact with other hot metals (X18),0.0,2020,Male
Contact with other and unspecified heat and hot substances (X19),1.0,2020,Male
Contact with venomous animals and plants (X20-X29),10.0,2020,Male
Contact with venomous snakes and lizards (X20),7.0,2020,Male
Contact with venomous spiders (X21),0.0,2020,Male
Contact with scorpions (X22),0.0,2020,Male
"Contact with hornets, wasps and bees (X23)",2.0,2020,Male
Contact with centipedes and venomous millipedes (tropical) (X24),0.0,2020,Male
Contact with other specified venomous arthropods (X25),1.0,2020,Male
Contact with venomous marine animals and plants (X26),0.0,2020,Male
Contact with other specified venomous animals (X27),0.0,2020,Male
Contact with other specified venomous plants (X28),0.0,2020,Male
Contact with unspecified venomous animal or plant (X29),0.0,2020,Male
Exposure to forces of nature (X30-X39),47.0,2020,Male
Exposure to excessive natural heat (X30),18.0,2020,Male
Exposure to excessive natural cold (X31),25.0,2020,Male
Exposure to sunlight (X32),0.0,2020,Male
Victim of lightning (X33),0.0,2020,Male
Victim of earthquake (X34),0.0,2020,Male
Victim of volcanic eruption (X35),1.0,2020,Male
"Victim of avalanche, landslide and other earth movements (X36)",1.0,2020,Male
Victim of cataclysmic storm (X37),1.0,2020,Male
Victim of flood (X38),0.0,2020,Male
Exposure to other and unspecified forces of nature (X39),1.0,2020,Male
Accidental poisoning by and exposure to noxious substances (X40-X49),1135.0,2020,Male
"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",8.0,2020,Male
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",180.0,2020,Male
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",249.0,2020,Male
Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),2.0,2020,Male
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",596.0,2020,Male
Accidental poisoning by and exposure to alcohol (X45),288.0,2020,Male
Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),2.0,2020,Male
Accidental poisoning by and exposure to other gases and vapours (X47),15.0,2020,Male
Accidental poisoning by and exposure to pesticides (X48),1.0,2020,Male
Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),5.0,2020,Male
"Overexertion, travel and privation (X50-X57)",9.0,2020,Male
Overexertion and strenuous or repetitive movements (X50),6.0,2020,Male
Travel and motion (X51),0.0,2020,Male
Prolonged stay in weightless environment (X52),0.0,2020,Male
Lack of food (X53),2.0,2020,Male
Lack of water (X54),1.0,2020,Male
Unspecified privation (X57),0.0,2020,Male
Accidental exposure to other and unspecified factors (X58-X59),741.0,2020,Male
Exposure to other specified factors (X58),4.0,2020,Male
Exposure to unspecified factor (X59),737.0,2020,Male
Other external causes of mortality (X60-Y36),2727.0,2020,Male
Intentional self-harm (X60-X84),2418.0,2020,Male
"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",10.0,2020,Male
"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",71.0,2020,Male
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",23.0,2020,Male
Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),3.0,2020,Male
"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",154.0,2020,Male
Intentional self-poisoning by and exposure to alcohol (X65),43.0,2020,Male
Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),1.0,2020,Male
Intentional self-poisoning by and exposure to other gases and vapours (X67),145.0,2020,Male
Intentional self-poisoning by and exposure to pesticides (X68),6.0,2020,Male
Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),13.0,2020,Male
"Intentional self-harm by hanging, strangulation and suffocation (X70)",1466.0,2020,Male
Intentional self-harm by drowning and submersion (X71),60.0,2020,Male
Intentional self-harm by handgun discharge (X72),21.0,2020,Male
"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",139.0,2020,Male
Intentional self-harm by other and unspecified firearm discharge (X74),5.0,2020,Male
Intentional self-harm by explosive material (X75),1.0,2020,Male
"Intentional self-harm by smoke, fire and flames (X76)",27.0,2020,Male
"Intentional self-harm by steam, hot vapours and hot objects (X77)",1.0,2020,Male
Intentional self-harm by sharp object (X78),96.0,2020,Male
Intentional self-harm by blunt object (X79),0.0,2020,Male
Intentional self-harm by jumping from a high place (X80),124.0,2020,Male
Intentional self-harm by jumping or lying before moving object (X81),73.0,2020,Male
Intentional self-harm by crashing of motor vehicle (X82),59.0,2020,Male
Intentional self-harm by other specified means (X83),13.0,2020,Male
Intentional self-harm by unspecified means (X84),5.0,2020,Male
Assault (X85-Y09),187.0,2020,Male
"Assault by drugs, medicaments and biological substances (X85)",4.0,2020,Male
Assault by corrosive substance (X86),0.0,2020,Male
Assault by pesticides (X87),0.0,2020,Male
Assault by gases and vapours (X88),0.0,2020,Male
Assault by other specified chemicals and noxious substances (X89),0.0,2020,Male
Assault by unspecified chemical or noxious substance (X90),0.0,2020,Male
"Assault by hanging, strangulation and suffocation (X91)",5.0,2020,Male
Assault by drowning and submersion (X92),0.0,2020,Male
Assault by handgun discharge (X93),6.0,2020,Male
"Assault by rifle, shotgun and larger firearm discharge (X94)",12.0,2020,Male
Assault by other and unspecified firearm discharge (X95),6.0,2020,Male
Assault by explosive material (X96),1.0,2020,Male
"Assault by smoke, fire and flames (X97)",4.0,2020,Male
"Assault by steam, hot vapours and hot objects (X98)",0.0,2020,Male
Assault by sharp object (X99),70.0,2020,Male
Assault by blunt object (Y00),13.0,2020,Male
Assault by pushing from high place (Y01),0.0,2020,Male
Assault by pushing or placing victim before moving object (Y02),0.0,2020,Male
